date,currency_name,value,unit,note
12-06-2014,Japanese Yen,58.13,value in indian rupees per unit of foreign currency,
12-06-2014,Euro,80.3,value in indian rupees per unit of foreign currency,
11-06-2014,US Dollar,59.32,value in indian rupees per unit of foreign currency,
11-06-2014,Pound Sterling,99.42,value in indian rupees per unit of foreign currency,
11-06-2014,Japanese Yen,57.99,value in indian rupees per unit of foreign currency,
11-06-2014,Euro,80.32,value in indian rupees per unit of foreign currency,
10-06-2014,US Dollar,59.26,value in indian rupees per unit of foreign currency,
10-06-2014,Pound Sterling,99.63,value in indian rupees per unit of foreign currency,
10-06-2014,Japanese Yen,57.95,value in indian rupees per unit of foreign currency,
10-06-2014,Euro,80.59,value in indian rupees per unit of foreign currency,
09-06-2014,US Dollar,59.06,value in indian rupees per unit of foreign currency,
09-06-2014,Pound Sterling,99.35,value in indian rupees per unit of foreign currency,
09-06-2014,Japanese Yen,57.65,value in indian rupees per unit of foreign currency,
09-06-2014,Euro,80.62,value in indian rupees per unit of foreign currency,
06-06-2014,US Dollar,59.2,value in indian rupees per unit of foreign currency,
06-06-2014,Pound Sterling,99.52,value in indian rupees per unit of foreign currency,
06-06-2014,Japanese Yen,57.85,value in indian rupees per unit of foreign currency,
06-06-2014,Euro,80.83,value in indian rupees per unit of foreign currency,
05-06-2014,US Dollar,59.3,value in indian rupees per unit of foreign currency,
05-06-2014,Pound Sterling,99.34,value in indian rupees per unit of foreign currency,
05-06-2014,Japanese Yen,57.83,value in indian rupees per unit of foreign currency,
05-06-2014,Euro,80.7,value in indian rupees per unit of foreign currency,
04-06-2014,US Dollar,59.34,value in indian rupees per unit of foreign currency,
04-06-2014,Pound Sterling,99.18,value in indian rupees per unit of foreign currency,
04-06-2014,Japanese Yen,57.76,value in indian rupees per unit of foreign currency,
04-06-2014,Euro,80.76,value in indian rupees per unit of foreign currency,
03-06-2014,US Dollar,59.21,value in indian rupees per unit of foreign currency,
03-06-2014,Pound Sterling,99.17,value in indian rupees per unit of foreign currency,
03-06-2014,Japanese Yen,57.88,value in indian rupees per unit of foreign currency,
03-06-2014,Euro,80.56,value in indian rupees per unit of foreign currency,
02-06-2014,US Dollar,59.14,value in indian rupees per unit of foreign currency,
02-06-2014,Pound Sterling,99.02,value in indian rupees per unit of foreign currency,
02-06-2014,Japanese Yen,58.01,value in indian rupees per unit of foreign currency,
02-06-2014,Euro,80.63,value in indian rupees per unit of foreign currency,
30-05-2014,US Dollar,59.03,value in indian rupees per unit of foreign currency,
30-05-2014,Pound Sterling,98.91,value in indian rupees per unit of foreign currency,
30-05-2014,Japanese Yen,58.1,value in indian rupees per unit of foreign currency,
30-05-2014,Euro,80.33,value in indian rupees per unit of foreign currency,
29-05-2014,US Dollar,58.84,value in indian rupees per unit of foreign currency,
29-05-2014,Pound Sterling,98.41,value in indian rupees per unit of foreign currency,
29-05-2014,Japanese Yen,57.85,value in indian rupees per unit of foreign currency,
29-05-2014,Euro,80.03,value in indian rupees per unit of foreign currency,
28-05-2014,US Dollar,59.08,value in indian rupees per unit of foreign currency,
28-05-2014,Pound Sterling,99.2,value in indian rupees per unit of foreign currency,
28-05-2014,Japanese Yen,57.98,value in indian rupees per unit of foreign currency,
28-05-2014,Euro,80.53,value in indian rupees per unit of foreign currency,
27-05-2014,US Dollar,59.06,value in indian rupees per unit of foreign currency,
27-05-2014,Pound Sterling,99.61,value in indian rupees per unit of foreign currency,
27-05-2014,Japanese Yen,57.97,value in indian rupees per unit of foreign currency,
27-05-2014,Euro,80.6,value in indian rupees per unit of foreign currency,
26-05-2014,US Dollar,58.59,value in indian rupees per unit of foreign currency,
26-05-2014,Pound Sterling,98.66,value in indian rupees per unit of foreign currency,
26-05-2014,Japanese Yen,57.48,value in indian rupees per unit of foreign currency,
26-05-2014,Euro,79.81,value in indian rupees per unit of foreign currency,
23-05-2014,US Dollar,58.48,value in indian rupees per unit of foreign currency,
23-05-2014,Pound Sterling,98.67,value in indian rupees per unit of foreign currency,
23-05-2014,Japanese Yen,57.57,value in indian rupees per unit of foreign currency,
23-05-2014,Euro,79.81,value in indian rupees per unit of foreign currency,
22-05-2014,US Dollar,58.57,value in indian rupees per unit of foreign currency,
22-05-2014,Pound Sterling,98.88,value in indian rupees per unit of foreign currency,
22-05-2014,Japanese Yen,57.62,value in indian rupees per unit of foreign currency,
22-05-2014,Euro,80.05,value in indian rupees per unit of foreign currency,
21-05-2014,US Dollar,58.77,value in indian rupees per unit of foreign currency,
21-05-2014,Pound Sterling,99.02,value in indian rupees per unit of foreign currency,
21-05-2014,Japanese Yen,58.09,value in indian rupees per unit of foreign currency,
21-05-2014,Euro,80.57,value in indian rupees per unit of foreign currency,
20-05-2014,US Dollar,58.75,value in indian rupees per unit of foreign currency,
20-05-2014,Pound Sterling,98.77,value in indian rupees per unit of foreign currency,
20-05-2014,Japanese Yen,57.93,value in indian rupees per unit of foreign currency,
20-05-2014,Euro,80.53,value in indian rupees per unit of foreign currency,
19-05-2014,US Dollar,58.43,value in indian rupees per unit of foreign currency,
19-05-2014,Pound Sterling,98.28,value in indian rupees per unit of foreign currency,
19-05-2014,Japanese Yen,57.67,value in indian rupees per unit of foreign currency,
19-05-2014,Euro,80.12,value in indian rupees per unit of foreign currency,
16-05-2014,US Dollar,58.86,value in indian rupees per unit of foreign currency,
16-05-2014,Pound Sterling,98.82,value in indian rupees per unit of foreign currency,
16-05-2014,Japanese Yen,57.97,value in indian rupees per unit of foreign currency,
16-05-2014,Euro,80.72,value in indian rupees per unit of foreign currency,
15-05-2014,US Dollar,59.47,value in indian rupees per unit of foreign currency,
15-05-2014,Pound Sterling,99.7,value in indian rupees per unit of foreign currency,
15-05-2014,Japanese Yen,58.34,value in indian rupees per unit of foreign currency,
15-05-2014,Euro,81.55,value in indian rupees per unit of foreign currency,
13-05-2014,US Dollar,59.88,value in indian rupees per unit of foreign currency,
13-05-2014,Pound Sterling,100.98,value in indian rupees per unit of foreign currency,
13-05-2014,Japanese Yen,58.55,value in indian rupees per unit of foreign currency,
13-05-2014,Euro,82.4,value in indian rupees per unit of foreign currency,
12-05-2014,US Dollar,59.73,value in indian rupees per unit of foreign currency,
12-05-2014,Pound Sterling,100.82,value in indian rupees per unit of foreign currency,
12-05-2014,Japanese Yen,58.6,value in indian rupees per unit of foreign currency,
12-05-2014,Euro,82.22,value in indian rupees per unit of foreign currency,
09-05-2014,US Dollar,60.05,value in indian rupees per unit of foreign currency,
09-05-2014,Pound Sterling,101.65,value in indian rupees per unit of foreign currency,
09-05-2014,Japanese Yen,59.06,value in indian rupees per unit of foreign currency,
09-05-2014,Euro,83.07,value in indian rupees per unit of foreign currency,
08-05-2014,US Dollar,59.99,value in indian rupees per unit of foreign currency,
08-05-2014,Pound Sterling,101.75,value in indian rupees per unit of foreign currency,
08-05-2014,Japanese Yen,58.96,value in indian rupees per unit of foreign currency,
08-05-2014,Euro,83.48,value in indian rupees per unit of foreign currency,
07-05-2014,US Dollar,60.04,value in indian rupees per unit of foreign currency,
07-05-2014,Pound Sterling,101.97,value in indian rupees per unit of foreign currency,
07-05-2014,Japanese Yen,59.17,value in indian rupees per unit of foreign currency,
07-05-2014,Euro,83.58,value in indian rupees per unit of foreign currency,
06-05-2014,US Dollar,60.2,value in indian rupees per unit of foreign currency,
06-05-2014,Pound Sterling,101.68,value in indian rupees per unit of foreign currency,
06-05-2014,Japanese Yen,59.0,value in indian rupees per unit of foreign currency,
06-05-2014,Euro,83.55,value in indian rupees per unit of foreign currency,
05-05-2014,US Dollar,60.05,value in indian rupees per unit of foreign currency,
05-05-2014,Pound Sterling,101.32,value in indian rupees per unit of foreign currency,
05-05-2014,Japanese Yen,58.88,value in indian rupees per unit of foreign currency,
05-05-2014,Euro,83.34,value in indian rupees per unit of foreign currency,
02-05-2014,US Dollar,60.22,value in indian rupees per unit of foreign currency,
02-05-2014,Pound Sterling,101.68,value in indian rupees per unit of foreign currency,
02-05-2014,Japanese Yen,58.77,value in indian rupees per unit of foreign currency,
02-05-2014,Euro,83.46,value in indian rupees per unit of foreign currency,
30-04-2014,US Dollar,60.34,value in indian rupees per unit of foreign currency,
30-04-2014,Pound Sterling,101.45,value in indian rupees per unit of foreign currency,
30-04-2014,Japanese Yen,58.93,value in indian rupees per unit of foreign currency,
30-04-2014,Euro,83.31,value in indian rupees per unit of foreign currency,
29-04-2014,US Dollar,60.53,value in indian rupees per unit of foreign currency,
29-04-2014,Pound Sterling,101.77,value in indian rupees per unit of foreign currency,
29-04-2014,Japanese Yen,59.01,value in indian rupees per unit of foreign currency,
29-04-2014,Euro,83.92,value in indian rupees per unit of foreign currency,
28-04-2014,US Dollar,60.5,value in indian rupees per unit of foreign currency,
28-04-2014,Pound Sterling,101.69,value in indian rupees per unit of foreign currency,
28-04-2014,Japanese Yen,59.17,value in indian rupees per unit of foreign currency,
28-04-2014,Euro,83.62,value in indian rupees per unit of foreign currency,
25-04-2014,US Dollar,61.12,value in indian rupees per unit of foreign currency,
25-04-2014,Pound Sterling,102.71,value in indian rupees per unit of foreign currency,
25-04-2014,Japanese Yen,59.73,value in indian rupees per unit of foreign currency,
25-04-2014,Euro,84.52,value in indian rupees per unit of foreign currency,
23-04-2014,US Dollar,61.07,value in indian rupees per unit of foreign currency,
23-04-2014,Pound Sterling,102.77,value in indian rupees per unit of foreign currency,
23-04-2014,Japanese Yen,59.51,value in indian rupees per unit of foreign currency,
23-04-2014,Euro,84.49,value in indian rupees per unit of foreign currency,
22-04-2014,US Dollar,60.71,value in indian rupees per unit of foreign currency,
22-04-2014,Pound Sterling,102.04,value in indian rupees per unit of foreign currency,
22-04-2014,Japanese Yen,59.25,value in indian rupees per unit of foreign currency,
22-04-2014,Euro,83.77,value in indian rupees per unit of foreign currency,
21-04-2014,US Dollar,60.34,value in indian rupees per unit of foreign currency,
21-04-2014,Pound Sterling,101.4,value in indian rupees per unit of foreign currency,
21-04-2014,Japanese Yen,58.85,value in indian rupees per unit of foreign currency,
21-04-2014,Euro,83.38,value in indian rupees per unit of foreign currency,
17-04-2014,US Dollar,60.38,value in indian rupees per unit of foreign currency,
17-04-2014,Pound Sterling,101.63,value in indian rupees per unit of foreign currency,
17-04-2014,Japanese Yen,59.2,value in indian rupees per unit of foreign currency,
17-04-2014,Euro,83.57,value in indian rupees per unit of foreign currency,
16-04-2014,US Dollar,60.23,value in indian rupees per unit of foreign currency,
16-04-2014,Pound Sterling,100.79,value in indian rupees per unit of foreign currency,
16-04-2014,Japanese Yen,58.91,value in indian rupees per unit of foreign currency,
16-04-2014,Euro,83.29,value in indian rupees per unit of foreign currency,
15-04-2014,US Dollar,60.26,value in indian rupees per unit of foreign currency,
15-04-2014,Pound Sterling,100.71,value in indian rupees per unit of foreign currency,
15-04-2014,Japanese Yen,59.14,value in indian rupees per unit of foreign currency,
15-04-2014,Euro,83.27,value in indian rupees per unit of foreign currency,
11-04-2014,US Dollar,60.27,value in indian rupees per unit of foreign currency,
11-04-2014,Pound Sterling,101.1,value in indian rupees per unit of foreign currency,
11-04-2014,Japanese Yen,59.2,value in indian rupees per unit of foreign currency,
11-04-2014,Euro,83.74,value in indian rupees per unit of foreign currency,
